record_key,source_system,source_subset,doi,pmid,pmcid,preprint_server,title,authors,journal,publication_year,publication_types,is_preprint,is_open_access,cited_by_count,linked_published_doi,preprint_version_count,record_url,queried_expression,source_url,retrieved_via
doi:10.3389/fphar.2026.1799374,europe_pmc,MED,10.3389/fphar.2026.1799374,42110530,PMC13152799,,Controversial effects of metformin on human physiology and pathophysiology,"Fang S, Liu Q, Lu Y, Zhang J.",Frontiers in pharmacology,2026,journal article; review; review-article,false,true,,,,https://europepmc.org/article/MED/42110530,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.3389/fphys.2022.887207,europe_pmc,MED,10.3389/fphys.2022.887207,35634144,PMC9133743,,Integrated Fecal Microbiome and Metabolomics Reveals a Novel Potential Biomarker for Predicting Tibial Dyschondroplasia in Chickens,"Huang S, Zhang C, Xu T, Shaukat A, He Y, Chen P, Lin L, Yue K, Cao Q, Tong X.",Frontiers in physiology,2022,journal article; research-article,false,true,23,,,https://europepmc.org/article/MED/35634144,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.3389/fphys.2023.1143966,europe_pmc,MED,10.3389/fphys.2023.1143966,37064893,PMC10098097,,Distinct microRNA and protein profiles of extracellular vesicles secreted from myotubes from morbidly obese donors with type 2 diabetes in response to electrical pulse stimulation,"Aas V, Øvstebø R, Brusletto BS, Aspelin T, Trøseid AS, Qureshi S, Eid DSO, Olstad OK, Nyman TA, Haug KBF.",Frontiers in physiology,2023,journal article; research-article,false,true,18,,,https://europepmc.org/article/MED/37064893,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.3389/fphys.2025.1677194,europe_pmc,MED,10.3389/fphys.2025.1677194,41245272,PMC12611969,,Comprehensive analysis of risk factors and metabolic profiling in preclinical atherosclerosis: a cross-sectional study,"Liu L, Wang F, Jiang L, Liu T, Dong L, Zhang T, Hu G.",Frontiers in physiology,2025,journal article; research-article,false,true,,,,https://europepmc.org/article/MED/41245272,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.3389/fpls.2022.997292,europe_pmc,MED,10.3389/fpls.2022.997292,36119572,PMC9471988,,Root exudates and rhizosphere soil bacterial relationships of Nitraria tangutorum are linked to k-strategists bacterial community under salt stress,"Pan Y, Kang P, Tan M, Hu J, Zhang Y, Zhang J, Song N, Li X.",Frontiers in plant science,2022,journal article; research-article,false,true,23,,,https://europepmc.org/article/MED/36119572,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.3389/fpls.2026.1771042,europe_pmc,MED,10.3389/fpls.2026.1771042,41907745,PMC13019536,,A Moringa oleifera -based formulation for growth and mitigation of drought stress in tomato plants,"Berouaken A, Calvano CD, Schena A, Pascuzzi S, Paciolla F, Cocozza C, Losciale P, Ugenti V, di Leo G, Simini A, Incerti O, Cecchin M, Baroni A, Ippolito A, Pituello C, Sanzani SM.",Frontiers in plant science,2026,journal article; research-article,false,true,,,,https://europepmc.org/article/MED/41907745,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.3389/fspor.2025.1600714,crossref,journal-article,10.3389/fspor.2025.1600714,,,,"Proof-of-concept of a prior validated LC-MS/MS method for detection of N-lactoyl-phenylalanine in dried blood spots before, during and after a performance diagnostic test of junior squad triathletes","Bauhaus H, Möller T, Keller S, Thomas A, Braun H, Wahl P, Thevis M",Frontiers in Sports and Active Living,2025,journal-article,false,,2,,,https://doi.org/10.3389/fspor.2025.1600714,N-Lactoyl phenylalanine,https://api.crossref.org/works?query.bibliographic=N-Lactoyl+phenylalanine&rows=50&sort=relevance,crossref_rest_works
doi:10.3389/fspor.2025.1600714,crossref,journal-article,10.3389/fspor.2025.1600714,,,,"Proof-of-concept of a prior validated LC-MS/MS method for detection of N-lactoyl-phenylalanine in dried blood spots before, during and after a performance diagnostic test of junior squad triathletes","Bauhaus H, Möller T, Keller S, Thomas A, Braun H, Wahl P, Thevis M",Frontiers in Sports and Active Living,2025,journal-article,false,,2,,,https://doi.org/10.3389/fspor.2025.1600714,N-lactoyl-phenylalanine,https://api.crossref.org/works?query.bibliographic=N-lactoyl-phenylalanine&rows=50&sort=relevance,crossref_rest_works
doi:10.3389/fspor.2025.1600714,europe_pmc,MED,10.3389/fspor.2025.1600714,41098478,PMC12518242,,"Proof-of-concept of a prior validated LC-MS/MS method for detection of N -lactoyl-phenylalanine in dried blood spots before, during and after a performance diagnostic test of junior squad triathletes","Bauhaus H, Möller T, Keller S, Thomas A, Braun H, Wahl P, Thevis M.",Frontiers in sports and active living,2025,journal article; research-article,false,true,1,,,https://europepmc.org/article/MED/41098478,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.3389/jpps.2024.12568,europe_pmc,MED,10.3389/jpps.2024.12568,38706718,PMC11066298,,Lipotoxicity as a therapeutic target in obesity and diabetic cardiomyopathy,Nakamura M.,"Journal of pharmacy & pharmaceutical sciences : a publication of the Canadian Society for Pharmaceutical Sciences, Societe canadienne des sciences pharmaceutiques",2024,"journal article; research support, non-u.s. gov't; review; review-article",false,true,24,,,https://europepmc.org/article/MED/38706718,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.3390/ani15223272,europe_pmc,MED,10.3390/ani15223272,41301980,PMC12649434,,Physiological Responses to Thermal Stress in the Liver of Gymnocypris eckloni Revealed by Multi-Omics,"Nie M, Ni W, Wang Z, Liu D, Gao Q, Zhang C, Qi D.",Animals : an open access journal from MDPI,2025,journal article; research-article,false,true,,,,https://europepmc.org/article/MED/41301980,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.3390/antiox12081488,europe_pmc,MED,10.3390/antiox12081488,37627482,PMC10451679,,Physical Activity as a Modern Intervention in the Fight against Obesity-Related Inflammation in Type 2 Diabetes Mellitus and Gestational Diabetes,"Piotrowska K, Zgutka K, Tkacz M, Tarnowski M.","Antioxidants (Basel, Switzerland)",2023,journal article; review; review-article,false,true,9,,,https://europepmc.org/article/MED/37627482,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.3390/antiox13111377,europe_pmc,MED,10.3390/antiox13111377,39594519,PMC11591121,,Cecal Microbial Diversity and Metabolome Reveal a Reduction in Growth Due to Oxidative Stress Caused by a Low-Energy Diet in Donkeys,"Li L, Guo X, Zhao Y, Guo Y, Shi B, Zhou Y, Zhang Y, Yan S.","Antioxidants (Basel, Switzerland)",2024,journal article; research-article,false,true,5,,,https://europepmc.org/article/MED/39594519,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.3390/antiox15040441,crossref,journal-article,10.3390/antiox15040441,,,,The Emerging Role of N-Lactoyl-Phenylalanine (Lac-Phe) in Metabolic Regulation and Disease: From Exercise-Induced Metabolite to Therapeutic Candidate,"Hsu J, Chen C, Chen M, Chen W, Lee T",Antioxidants,2026,journal-article,false,,,,,https://doi.org/10.3390/antiox15040441,N-Lactoyl phenylalanine,https://api.crossref.org/works?query.bibliographic=N-Lactoyl+phenylalanine&rows=50&sort=relevance,crossref_rest_works
doi:10.3390/antiox15040441,crossref,journal-article,10.3390/antiox15040441,,,,The Emerging Role of N-Lactoyl-Phenylalanine (Lac-Phe) in Metabolic Regulation and Disease: From Exercise-Induced Metabolite to Therapeutic Candidate,"Hsu J, Chen C, Chen M, Chen W, Lee T",Antioxidants,2026,journal-article,false,,,,,https://doi.org/10.3390/antiox15040441,Lac-Phe,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance,crossref_rest_works
doi:10.3390/antiox15040441,crossref,journal-article,10.3390/antiox15040441,,,,The Emerging Role of N-Lactoyl-Phenylalanine (Lac-Phe) in Metabolic Regulation and Disease: From Exercise-Induced Metabolite to Therapeutic Candidate,"Hsu J, Chen C, Chen M, Chen W, Lee T",Antioxidants,2026,journal-article,false,,,,,https://doi.org/10.3390/antiox15040441,N-lactoyl-phenylalanine,https://api.crossref.org/works?query.bibliographic=N-lactoyl-phenylalanine&rows=50&sort=relevance,crossref_rest_works
doi:10.3390/antiox15040441,europe_pmc,MED,10.3390/antiox15040441,42072083,PMC13113076,,The Emerging Role of N-Lactoyl-Phenylalanine (Lac-Phe) in Metabolic Regulation and Disease: From Exercise-Induced Metabolite to Therapeutic Candidate,"Hsu JC, Chen CH, Chen MW, Chen WH, Lee TS.","Antioxidants (Basel, Switzerland)",2026,journal article; other,false,true,,,,https://europepmc.org/article/MED/42072083,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.3390/biology10100944,europe_pmc,MED,10.3390/biology10100944,34681043,PMC8533136,,Metabolomics in Retinal Diseases: An Update,"Li X, Cai S, He Z, Reilly J, Zeng Z, Strang N, Shu X.",Biology,2021,journal article; review; review-article,false,true,21,,,https://europepmc.org/article/MED/34681043,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.3390/biom13081170,europe_pmc,MED,10.3390/biom13081170,37627235,PMC10452291,,Physical Exercise and Appetite Regulation: New Insights,"Caruso L, Zauli E, Vaccarezza M.",Biomolecules,2023,"discussion; journal article; research support, non-u.s. gov't",false,true,14,,,https://europepmc.org/article/MED/37627235,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.3390/biom14101241,europe_pmc,MED,10.3390/biom14101241,39456173,PMC11506540,,"Exercise, Neuroprotective Exerkines, and Parkinson's Disease: A Narrative Review","Mitchell AK, Bliss RR, Church FC.",Biomolecules,2024,journal article; review; review-article,false,true,13,,,https://europepmc.org/article/MED/39456173,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.3390/biom15101474,europe_pmc,MED,10.3390/biom15101474,41154704,PMC12564260,,Metabolomics in the Context of Exercise in Subjects with Multimorbidity: A Pilot Study,"Bankamp R, Schweda S, Janzen N, Nieß AM, Krauß I, Munz B.",Biomolecules,2025,"journal article; research support, non-u.s. gov't; research-article",false,true,,,,https://europepmc.org/article/MED/41154704,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.3390/brainsci13010049,europe_pmc,MED,10.3390/brainsci13010049,36672031,PMC9856103,,Lactate-Mediated Signaling in the Brain-An Update,"Vaccari-Cardoso B, Antipina M, Teschemacher AG, Kasparov S.",Brain sciences,2022,journal article; review; review-article,false,true,11,,,https://europepmc.org/article/MED/36672031,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.3390/brainsci9070156,europe_pmc,MED,10.3390/brainsci9070156,31266223,PMC6680948,,Neural State Monitoring in the Treatment of Epilepsy: Seizure Prediction-Conceptualization to First-In-Man Study,"DiLorenzo DJ, Leyde KW, Kaplan D.",Brain sciences,2019,journal article; research-article,false,true,14,,,https://europepmc.org/article/MED/31266223,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.3390/cells14161296,crossref,journal-article,10.3390/cells14161296,,,,"N-Lactoyl Phenylalanine Disrupts Insulin Signaling, Induces Inflammation, and Impairs Mitochondrial Respiration in Cell Models","Hedaya L, Naja K, Almuraikhy S, Anwardeen N, Elashi A, Al-Asmakh M, Zughaier S, Espino-Guarch M, Aldirbashi O, Davey G, Elrayess M",Cells,2025,journal-article,false,,3,,,https://doi.org/10.3390/cells14161296,N-Lactoyl phenylalanine,https://api.crossref.org/works?query.bibliographic=N-Lactoyl+phenylalanine&rows=50&sort=relevance,crossref_rest_works
doi:10.3390/cells14161296,crossref,journal-article,10.3390/cells14161296,,,,"N-Lactoyl Phenylalanine Disrupts Insulin Signaling, Induces Inflammation, and Impairs Mitochondrial Respiration in Cell Models","Hedaya L, Naja K, Almuraikhy S, Anwardeen N, Elashi A, Al-Asmakh M, Zughaier S, Espino-Guarch M, Aldirbashi O, Davey G, Elrayess M",Cells,2025,journal-article,false,,3,,,https://doi.org/10.3390/cells14161296,N-lactoyl-phenylalanine,https://api.crossref.org/works?query.bibliographic=N-lactoyl-phenylalanine&rows=50&sort=relevance,crossref_rest_works
doi:10.3390/cells14161296,europe_pmc,MED,10.3390/cells14161296,40862774,PMC12384308,,"N-Lactoyl Phenylalanine Disrupts Insulin Signaling, Induces Inflammation, and Impairs Mitochondrial Respiration in Cell Models","Hedaya L, Naja K, Almuraikhy S, Anwardeen N, Elashi AA, Al-Asmakh M, Zughaier SM, Espino-Guarch M, Aldirbashi OY, Davey GP, Elrayess MA.",Cells,2025,journal article; research-article,false,true,2,,,https://europepmc.org/article/MED/40862774,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.3390/clinpract14060206,europe_pmc,MED,10.3390/clinpract14060206,39727794,PMC11674615,,Body Composition Changes and Factors Influencing the Total Weight Loss Rate After Laparoscopic Sleeve Gastrectomy,"Nakaguchi H, Matsuura B, Miyake T, Senba H, Furukawa S, Yoshida M, Koga S, Watanabe Y, Oshikiri T, Toshimitsu K, Hiasa Y.",Clinics and practice,2024,journal article; research-article,false,true,,,,https://europepmc.org/article/MED/39727794,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.3390/diagnostics15030327,europe_pmc,MED,10.3390/diagnostics15030327,39941257,PMC11816745,,Wearables in Chronomedicine and Interpretation of Circadian Health,"Gubin D, Weinert D, Stefani O, Otsuka K, Borisenkov M, Cornelissen G.","Diagnostics (Basel, Switzerland)",2025,journal article; review; review-article,false,true,28,,,https://europepmc.org/article/MED/39941257,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.3390/foods13223529,europe_pmc,MED,10.3390/foods13223529,39593945,PMC11592899,,"Probiotic, Postbiotic, and Paraprobiotic Effects of Lactobacillus rhamnosus as a Modulator of Obesity-Associated Factors","López-Almada G, Mejía-León ME, Salazar-López NJ.","Foods (Basel, Switzerland)",2024,journal article; review; review-article,false,true,13,,,https://europepmc.org/article/MED/39593945,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.3390/foods14020193,europe_pmc,MED,10.3390/foods14020193,39856860,PMC11764715,,Studies on Quality Deterioration and Metabolomic Changes in Oysters Induced by Spoilage Bacteria During Chilled Storage,"Dou H, Zhu W, Chen S, Zou Y, Xia X.","Foods (Basel, Switzerland)",2025,journal article; research-article,false,true,5,,,https://europepmc.org/article/MED/39856860,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.3390/foods14213803,europe_pmc,MED,10.3390/foods14213803,41227772,PMC12609953,,Lactiplantibacillus plantarum Z45 from Sour Soup Improves Flavor and Safety of Fermented Corn: Insights from Genomic and Metabolomic Approaches,"Zhao M, Zhang Y, Wu Y, Liang S, Li G.","Foods (Basel, Switzerland)",2025,journal article; research-article,false,true,,,,https://europepmc.org/article/MED/41227772,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.3390/ijms20133360,europe_pmc,MED,10.3390/ijms20133360,31323921,PMC6651211,,Metabolomic Studies of Tissue Injury in Nonhuman Primates Exposed to Gamma-Radiation,"Cheema AK, Mehta KY, Rajagopal MU, Wise SY, Fatanmi OO, Singh VK.",International journal of molecular sciences,2019,journal article; research-article,false,true,27,,,https://europepmc.org/article/MED/31323921,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
