study_id,analysis_id,analysis_summary,analysis_type,chromatography_type,ms_instrument_type,ion_mode,units,assay_scope,assay_scope_basis,chromatography system,column_name,ms_instrument_name,ms_type,nmr_experiment_type,nmr_instrument_type,nmr_solvent,spectrometer_frequency
ST001244,AN002067,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,abundance,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,Thermo Hypersil Gold,Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST001245,AN002068,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Triple quadrupole,POSITIVE,nM,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu Nexera X2,"Waters Acquity BEH C18 (150 x 2mm,1.7um)",ABI Sciex 6500 QTrap ,ESI,,,,
ST001245,AN002069,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Triple quadrupole,NEGATIVE,nM,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu Nexera X2,"Waters Acquity BEH C18 (150 x 2mm,1.7um)",ABI Sciex 6500 QTrap ,ESI,,,,
ST001246,AN002070,Reversed phase UNSPECIFIED ION MODE,MS,Reversed phase,Orbitrap,UNSPECIFIED,ng,unclassified_or_other,no explicit targeted/untargeted label,Thermo Q Exactive HF Hybrid Quadrupole-Orbitrap,"Waters Acquity CSH C18 (100 x 2.1mm,1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST001247,AN002071,GC POSITIVE ION MODE,MS,GC,GC-TOF,POSITIVE,peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Agilent 6890N,"Restek Rtx-5Sil (30m x 0.25mm,0.25um)",Leco Pegasus IV TOF,EI,,,,
ST001248,AN002072,GC POSITIVE ION MODE,MS,GC,GC-TOF,POSITIVE,peak intensity,explicit_untargeted,Metabolomics Workbench untarg_studies index,Agilent 6890N,"Restek Rtx-5Sil (30m x 0.25mm,0.25um)",Leco Pegasus III GC TOF,MALDI,,,,
ST001249,AN002073,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,Intensity,explicit_untargeted,Metabolomics Workbench untarg_studies index,Waters NanoAcquity,"Waters Acquity BEH HSS T3 (100 x 2.1mm,1.8um)",Waters Synapt G2,ESI,,,,
ST001249,AN002074,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,RPLC-IM-MS,NEGATIVE,Intensity,explicit_untargeted,Metabolomics Workbench untarg_studies index,Waters NanoAcquity,"Waters Acquity BEH HSS T3 (100 x 2.1mm,1.8um)",Waters Synapt G2,ESI,,,,
ST001250,AN002075,Other POSITIVE ION MODE,MS,CE,TOF,POSITIVE,nmol/g,unclassified_or_other,no explicit targeted/untargeted label,Agilent CE,"Fused-silica,50um(cation)",Agilent CE-TOFMS,ESI,,,,
ST001250,AN002076,Other NEGATIVE ION MODE,MS,CE,TOF,NEGATIVE,nmol/g,unclassified_or_other,no explicit targeted/untargeted label,Agilent CE,"COSMO(+),50um(anion)",Agilent CE-TOFMS,ESI,,,,
ST001251,AN002077,Reversed phase UNSPECIFIED ION MODE,MS,Reversed phase,QTOF,UNSPECIFIED,relative abundance,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1290,"Discovery HS F5-3 (15cm x 2.1 mm,3um) Supelco,Sigma Aldrich)",Agilent 6540 QTOF,ESI,,,,
ST001252,AN002078,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Triple quadrupole,NEGATIVE,pmol of lipid,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu Nexera X2,Acentis Express C18 column,ABI Sciex 5500 QTrap,MALDI,,,,
ST001253,AN002079,Reversed phase (early) POSITIVE ION MODE ,MS,Reversed phase,Orbitrap,POSITIVE,VolNormImp Area counts,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters Acquity BEH C18 (100 x 2mm,1.7um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST001253,AN002080,Reversed phase (late) POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,VolNormImp Area counts,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters Acquity BEH C18 (100 x 2mm,1.7um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST001253,AN002081,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,VolNormImp Area counts,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters Acquity BEH C18 (100 x 2mm,1.7um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST001253,AN002082,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,VolNormImp Area counts,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters Acquity BEH Amide (150 x 2.1mm,1.7um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST001254,AN002083,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Triple quadrupole,NEGATIVE,pmol of lipid,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu Nexera X2,Acentis Express C18 column,ABI Sciex 5500 QTrap,MALDI,,,,
ST001255,AN002084,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Triple TOF,NEGATIVE,peak intensity,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Ascentis Express C18 (100 x 4.6mm,2.7um)",ABI Sciex 5600 TripleTOF,ESI,,,,
ST001256,AN002085,HILIC UNSPECIFIED ION MODE,MS,HILIC,Orbitrap,UNSPECIFIED,peak area values,unclassified_or_other,no explicit targeted/untargeted label,Thermo Ultimate3000,"Waters XBridge Amide (100 x 4.6mm,3.5um)",Thermo Q-Exactive,ESI,,,,
ST001257,AN002086,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,Abundance (Counts Log2 Transformed),explicit_untargeted,Metabolomics Workbench untarg_studies index,Agilent 6520,"Agilent Zorbax Rapid Resolution HT (RRHT) SB-AQ  (100 x 2.1mm,1.8um)",Agilent 6520 QTOF,ESI,,,,
ST001258,AN002087,HILIC UNSPECIFIED ION MODE,MS,HILIC,Orbitrap,UNSPECIFIED,,unclassified_or_other,no explicit targeted/untargeted label,Thermo Dionex Ultimate 3000 RS,"SeQuant ZIC-pHILIC (150 x 2.1mm,5um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST001258,AN002088,,MS,Reversed phase,Orbitrap,UNSPECIFIED,,unclassified_or_other,no explicit targeted/untargeted label,Thermo Dionex Ultimate 3000 RS,"Waters Acquity BEH Phenyl (150 x 2.1mm,1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST001259,AN002089,None (Direct infusion) POSITIVE ION MODE,MS,HILIC,Triple TOF,POSITIVE,normalized peak height,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters Acquity BEH Amide (150 x 2.1mm,1.7um)",ABI Sciex 6600 TripleTOF,ESI,,,,
ST001260,AN002090,Other POSITIVE ION MODE,MS,CE,CE-TOF,POSITIVE,AU,unclassified_or_other,no explicit targeted/untargeted label,Agilent 6210,None,Agilent 6210 TOF,ESI,,,,
ST001260,AN002091,Other NEGATIVE ION MODE,MS,CE,CE-TOF,NEGATIVE,AU,unclassified_or_other,no explicit targeted/untargeted label,Agilent 6210,None,Agilent 6210 TOF,ESI,,,,
ST001261,AN002092,Other POSITIVE ION MODE,MS,CE,CE-TOF,POSITIVE,AU,unclassified_or_other,no explicit targeted/untargeted label,Agilent 6210,None,Agilent 6210 TOF,ESI,,,,
ST001261,AN002093,Other NEGATIVE ION MODE,MS,CE,CE-TOF,NEGATIVE,AU,unclassified_or_other,no explicit targeted/untargeted label,Agilent 6210,None,Agilent 6210 TOF,ESI,,,,
ST001262,AN002094,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Dionex UltiMate 3000,Waters XBridge BEH Amide XP HILIC (50 x 2.1mm x 2.5um) with Thermo Accucore HILIC guard,Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST001262,AN002095,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Dionex UltiMate 3000,"Higgins endcapped C18 stainless steel (50 x 2.1mm,3um),Product #TS-0521-C183; Thermo Accucore C18 guard with holder,Product #17126-014005",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
