metabolite,refmet_name,log2fc,p_value,fdr,sex,neg_log10_p
tg(56:4)>tg(18:1_18:2_20:1)_and_tg(18:1_18:1_20:2)_m+nh3_feature4,tg(56:4)_lp_d,0.43083867,0.17525549,1.0,female,0.756328368571799
NA,car(12:1),-0.2872235,0.17573218,1.0,male,0.7551487034065435
pc(35:2),pc(35:2),0.23519693,0.1763618,1.0,female,0.7535954772868687
dg(40:7)>dg(18:1_22:6_0:0)_m+nh3_feature3,dg(18:1_22:6)_lp_c,-0.30018342,0.17648199,1.0,male,0.7532996077985674
pi(38:3)>pi(18:0_20:3)_feature4,pi(18:0_20:3)_lp_d,0.3420134,0.17683414,1.0,male,0.752433885350825
retinoate,retinoic acid,0.45318174,0.17700242,1.0,male,0.7520207958672244
pc(38:7)_feature2,pc(38:7)_lp_b,0.23982434,0.17783281,1.0,male,0.7499881090160432
c22:6 lpc,lpc(22:6),-0.1690318,0.17840008,1.0,female,0.7486049552090507
trimethylbenzene,trimethylbenzene,-0.14262839,0.17898563,1.0,male,0.747181835289506
n-gammaglutamylmethionine,gamma-glutamylmethionine,0.22074668,0.1796969,1.0,female,0.7454594149583976
tg(58:4)_m+nh3_feature2,tg(58:4)_lp_b,-0.40897605,0.18037456,1.0,male,0.7438247153013883
n-acetyltryptophan,n-acetyl-d-tryptophan,-0.13151634,0.18069836,1.0,female,0.7430457890338796
NA,sphingosine,-0.88771766,0.1817061,1.0,female,0.7406304928797949
pc(42:10)>pc(20:4_22:6)_m+h2co2_feature1,pc(20:4_22:6),-0.17136805,0.18190914,1.0,female,0.7401454793211198
pc(38:6)_feature3,pc(38:6)_lp_c,0.29882428,0.18228762,1.0,female,0.739242825301445
tg(57:1)>tg(16:0_18:1_23:0)_and_tg(18:0_18:1_21:0)_m+nh3_feature1,tg(57:1),0.46279263,0.18311016,1.0,female,0.7372875578855216
pc(33:0)_feature1,pc(33:0)_lp_a,0.19889688,0.18373796,1.0,male,0.735801109805011
pc(40:8)>pc(20:4_20:4)_m+h2co2_feature1,pc(20:4_20:4),-0.12801306,0.18374096,1.0,female,0.7357940188761178
fa(24:1),tetracosenoic acid,0.39762163,0.18406455,1.0,female,0.7350298465957311
13-oxo-ode,13-oxo-ode,1.042226,0.18422034,1.0,male,0.7346624204905147
lpc(22:5)_feature2,lpc(22:5)_ln_b,0.16095677,0.1842934,1.0,female,0.7344902176561587
NA,hippuric acid,0.3246036,0.18439397,1.0,female,0.7342532852267766
sm(d41:2)_feature1,sm(d41:2)_lp_a,-0.21903737,0.18526164,1.0,female,0.7322144957429276
sm(d38:1)_feature2,sm(d38:1)_lp_b,-0.30902678,0.18639418,1.0,female,0.7295676522467652
3-methyl-2-oxovalerate,3-methyl-2-oxovaleric acid,0.14094737,0.18714106,1.0,male,0.727830914931634
cer(d42:2)>cer(d18:2/24:0)_feature4,cer(d18:2/24:0)_lp_d,0.21110918,0.1875786,1.0,male,0.726816709837777
cholesterol sulfate_feature1,cholesterol sulfate,-0.19747192,0.18789087,1.0,male,0.7260943226400522
NA,deoxycholic acid,0.42801327,0.1883067,1.0,male,0.7251342274009512
2-acetylpyrrolidine,2-acetylpyrrolidine,-0.35878617,0.18886298,1.0,male,0.7238531620217433
tg(56:7)_m+nh3_feature5,tg(56:7)_lp_e,-0.3876759,0.18892963,1.0,male,0.7236999259511958
omega-muricholate,omega-muricholic acid,-0.81438756,0.1891082,1.0,male,0.7232896391214286
pc(30:0)_feature1,pc(30:0)_lp_a,0.30663094,0.1895739,1.0,male,0.7222214553219674
resolvin d2,resolvin d2,1.3343513,0.18966958,1.0,female,0.7220023174904605
pc(36:5)_feature1,pc(36:5)_lp_a,0.39442852,0.1897386,1.0,male,0.7218443082167986
NA,pipecolic acid,-0.112235285,0.19027875,1.0,female,0.7206097102576304
hydroxylysine,5-hydroxylysine,0.2,0.19039187,1.0,female,0.720351600539371
fa(22:3),docosatrienoic acid,-0.3443648,0.19139965,1.0,male,0.7180588607243145
c20:0 sm,sm(d18:1/20:0),-0.16356258,0.19161984,1.0,female,0.717559526800055
cer(d36:1)_m+h2co2_feature1,cer(d36:1),-0.22805132,0.19164798,1.0,male,0.7174957539179867
car(16:2),car(16:2),-0.2779785,0.19173516,1.0,male,0.7172982397884664
n-alpha-acetylarginine,n-acetylarginine,-0.580036,0.19203112,1.0,male,0.7166283851032356
NA,glucose,0.13453452,0.19209027,1.0,female,0.7164946330161278
pc(o-40:7)_feature4,pc(o-40:7)_lp_d,-0.6896848,0.19216639,1.0,male,0.716322568352916
sm(d41:2)_feature1,sm(d41:2)_lp_a,0.18778838,0.19280212,1.0,male,0.7148881950221937
pc(o-38:5)_feature1,pc(o-38:5)_lp_a,-0.21042275,0.19300464,1.0,male,0.714432250048324
pc(34:0)_feature4,pc(34:0)_lp_c,-0.18239087,0.19318262,1.0,female,0.7140319481980684
tg(48:0)>tg(16:0/16:0/16:0)_and_tg(14:0_16:0_18:0)_m+nh3_feature1,tg(48:0),-0.2880416,0.19507293,1.0,male,0.7098029928673666
pc(32:1)_feature3,pc(32:1)_lp_c,-0.1954037,0.19559969,1.0,male,0.7086318378479883
"5-henicosylbenzene-1,3-diol_feature1","5-heneicosyl-1,3-benzenediol",0.1584965,0.19625808,1.0,female,0.7071724541894487
pi(38:5)>pi(18:1_20:4)_feature1,pi(18:1_20:4)_lp_a,0.14716111,0.19657,1.0,male,0.7064827623361307
c26 carnitine,car(26:0),-0.20548782,0.1970746,1.0,male,0.7053693462465908
sm(d40:2)_feature2,sm(d40:2)_lp_b,-0.1914038,0.19734626,1.0,female,0.7047710997055233
tg(50:4)>tg(16:1_16:1_18:2)_and_tg(16:1_16:1_18:2)_m+nh3_feature2,tg(50:4)_lp_b,-0.82834864,0.19764432,1.0,female,0.7041156621108048
tg(48:1)>tg(16:0_16:0_16:1)_and_tg(14:0_16:0_18:1)_m+nh3_feature2,tg(48:1)_lp_b,0.44428012,0.19778052,1.0,female,0.7038164856059883
campesterol ester(18:2)_m+nh3_feature1,campesterol ester(18:2),-0.15771161,0.19788949,1.0,female,0.7035772707567783
pe(36:2)>pe(18:2_18:0)_feature3,pe(36:2)_lp_c,0.281576,0.19818297,1.0,male,0.7029336674733011
"gtinternalstandard_ce(18:1(9z,d7))_m+nh3_feature1","gtinternalstandard_ce(18:1(9z,d7))_[istd]",0.27671295,0.19843261,1.0,female,0.7023869552701153
phenylacetate,phenylacetic acid,0.76319665,0.19845027,1.0,female,0.7023483058803736
biotin,biotin,-0.15438983,0.20001218,1.0,male,0.698943556607396
"14,15-dihetre","14,15-dihetre",0.2875182,0.20004253,1.0,male,0.6988776614324533
cer(d40:0)>cer(d18:0/22:0)_feature1,cer(d18:0/22:0),-0.2545109,0.20005086,1.0,female,0.6988595772894748
pe(38:5)>pe(18:1_20:4)_feature8,pe(18:1_20:4)_lp_h,-0.8411247,0.20039366,1.0,male,0.6981160226779002
dg(36:3),dg(36:3),-0.42183116,0.20161992,1.0,male,0.6954665619155012
pe(o-40:5)>pe(o-18:1/22:4)_feature5,pe(o-18:1/22:4)_lp_e,-0.190297,0.20221584,1.0,female,0.6941848281952941
2-hydroxybutyrate,2-hydroxybutyric acid,0.8042691,0.20266154,1.0,female,0.6932286615219521
tg(54:8)_m+nh3_feature2,tg(54:8)_lp_b,0.27531672,0.20335838,1.0,female,0.6917379264668129
phenylalanine-d8,phenylalanine-d8 [istd],0.08730319,0.20347075,1.0,female,0.6914980140880089
tg(54:3)>tg(18:1/18:1/18:1)_m+nh3_feature6,tg(18:1_18:1_18:1)_lp_f,-0.44932473,0.20538281,1.0,male,0.6874359085213962
tg(52:5)>tg(16:1_18:2_18:2)_m+nh3_feature1,tg(16:1_18:2_18:2)_lp_a,0.27185926,0.20558377,1.0,female,0.6870111741011931
pc(o-38:6)_feature2,pc(o-38:6)_lp_b,-0.34423038,0.20677619,1.0,female,0.6844994711242343
pe(o-38:5)>pe(o-16:1/22:4)_feature5,pe(o-16:1/22:4)_lp_e,-0.35350314,0.2074365,1.0,female,0.6831148238684295
mg(16:0),mg(16:0),0.3958706,0.20817775,1.0,male,0.6815656896602404
erucamide_feature2,erucamide_lp_b,1.0820146,0.2084336,1.0,female,0.6810322704091151
fa(20:2),eicosadienoic acid,-0.29157043,0.20846967,1.0,male,0.6809571210729088
dg(36:2)>dg(18:1_18:1_0:0)_feature3,dg(18:1_18:1)_lp_c,-0.37481374,0.2085251,1.0,male,0.6808416618633188
pc(o-36:4)_feature4,pc(o-36:4)_lp_d,-0.18244563,0.2087727,1.0,female,0.6803262921377263
gtinternalstandard_dg(33:1(d7))>dg(15:0/18:1(d7)/0:0)_feature1,"gtinternalstandard_dg(33:1(d7))>dg(15:0/18:1(9z,d7)/0:0)_[istd]",0.18281749,0.20982896,1.0,female,0.6781345719087937
NA,glutamic acid,0.09321686,0.21022488,1.0,female,0.6773158867507499
fa(23:0),tricosanoic acid,0.32990903,0.21055472,1.0,female,0.6766350185658322
NA,gamma-glutamylisoleucine,-0.14795955,0.21065967,1.0,male,0.6764186004761323
udp-n-acetylglucosamine,udp-n-acetylglucosamine,-0.70985675,0.21094216,1.0,female,0.6758366112255039
pe(o-38:5)>pe(o-18:1/20:4)_feature6,pe(o-18:1/20:4)_lp_f,-0.34364188,0.21243975,1.0,female,0.6727642183321904
pc(36:1)>pc(16:0_20:1)_and_pc(18:0_18:1)_m+h2co2_feature1,pc(36:1)_ln_a,0.1052896,0.21244942,1.0,female,0.6727444502235294
tg(52:2)>tg(16:0_18:1_18:1)_and_tg(16:0_18:0_18:2)_m+nh3_feature4,tg(52:2)_lp_d,-0.37486485,0.21345551,1.0,female,0.6706926301235161
tg(58:8)_m+nh3_feature5,tg(58:8)_lp_e,0.19798248,0.21347335,1.0,female,0.6706563345516418
pc(40:5)_feature1,pc(40:5)_lp_a,0.25050235,0.21374622,1.0,male,0.6701015568227477
cer(d41:2)>cer(d18:2/23:0)_feature2,cer(d18:2/23:0)_lp_b,0.1710364,0.21561514,1.0,female,0.6663207472533775
NA,isoleucine,0.09634527,0.21613136,1.0,male,0.6652822137422442
"n6,n6,n6-trimethyllysine",n-6-trimethyllysine,-0.10308275,0.21664259,1.0,male,0.6642561608975329
tg(55:5)>tg(18:2_18:2_19:1)_and_tg(18:1_18:2_19:2)_m+nh3_feature3,tg(55:5)_lp_c,-0.26373708,0.21666385,1.0,male,0.6642135439417698
tg(53:3)>tg(17:0_18:1_18:2)_and_tg(17:1_18:1_18:1)_and_tg(16:1_18:1_19:1)_and_tg(16:0_18:1_19:2)_m+nh3_feature5,tg(53:3)_lp_e,0.24262328,0.21724075,1.0,female,0.6630587065224814
sphinganine (c16),c16 sphinganine,0.2251927,0.21763554,1.0,female,0.6622701826615389
pc(o-36:1)_feature3,pc(o-36:1)_lp_c,-0.19029844,0.21789324,1.0,female,0.6617562432564444
tg(50:2)>tg(16:0_16:1_18:1)_and_tg(14:0_18:1_18:1)_m+nh3_feature1,tg(50:2)_lp_a,-0.47024852,0.21809979,1.0,female,0.6613447525867518
pc(40:4)_feature2,pc(40:4)_lp_b,-0.18431365,0.21820764,1.0,female,0.661130047735967
NA,sm(d34:1),0.11207018,0.21821995,1.0,male,0.6611055480700606
c20:4 lpc b,lpc(20:4)_hp_b,-0.16673334,0.21854278,1.0,female,0.6604635367284549
pc(38:3)>pc(18:0_20:3)_m+h2co2_feature3,pc(18:0_20:3)_ln_c,0.16233718,0.21903788,1.0,female,0.6594807725919206
thiamine,thiamine,-0.17749348,0.21914536,1.0,male,0.6592677202996828
pc(o-34:1)_feature2,pc(o-34:1)_ln_b,-0.19169953,0.21926741,1.0,male,0.6590259132789356
pc(37:1)_feature2,pc(37:1)_lp_b,0.19422553,0.21933459,1.0,male,0.6588928728298614
pc(38:6)>pc(18:2_20:4)_m+h2co2_feature1,pc(18:2_20:4)_ln_a,0.16776912,0.2204247,1.0,male,0.6567397416139826
pc(36:2)_m+na_feature4,pc(36:2)_lp_d,0.1976522,0.2207547,1.0,male,0.6560900412618965
pc(o-38:5)_feature1,pc(o-38:5)_lp_a,-0.18240225,0.2212289,1.0,female,0.6551581400676518
lpc(22:6)_feature2,lpc(22:6)_ln_b,-0.115328744,0.22164081,1.0,female,0.6543502713532836
tg(56:5)>tg(16:0_18:1_22:4)_m+nh3_feature3,tg(16:0_18:1_22:4)_lp_c,0.528328,0.22258723,1.0,female,0.6524997550939353
thiamine,thiamine,-0.20622674,0.22352356,1.0,female,0.6506766942826696
pc(o-36:4)_feature2,pc(o-36:4)_lp_b,0.54794294,0.22388265,1.0,female,0.6499795611830057
n-acetyltryptophan,n-acetyl-d-tryptophan,-0.19050455,0.2240633,1.0,male,0.6496292720358033
tg(52:3)>tg(16:0_18:1_18:2)_m+nh3_feature3,tg(52:3)_lp_c,-0.22982739,0.22456162,1.0,male,0.6486644673378009
pc(o-40:3)_feature2,pc(o-40:3)_lp_b,0.27101424,0.22460271,1.0,male,0.6485850079545894
3-(1-pyrazolyl)-alanine_feature1,3-(1-pyrazolyl)-alanine,0.40413663,0.2247432,1.0,female,0.6483134397377978
NA,taurine,-0.10662165,0.22484088,1.0,male,0.6481247235997182
tg(53:6)>tg(17:2_18:2_18:2)_and_tg(17:1_18:2_18:3)_m+nh3_feature2,tg(53:6)_lp_b,-0.32046548,0.22518294,1.0,male,0.6474645149952555
cer(d40:1)_m+h2co2_feature1,cer(d40:1)_ln_a,-0.15621808,0.22555527,1.0,female,0.6467470213475528
c18:1 sm,sm(d18:1/18:1),-0.16175103,0.22562976,1.0,male,0.6466036185566805
pc(o-38:7)_feature1,pc(o-38:7)_lp_a,0.21899657,0.22570807,1.0,female,0.6464529128149565
pe(o-36:5)>pe(o-16:1/20:4)_feature3,pe(o-16:1/20:4)_lp_c,-0.3879259,0.22646207,1.0,female,0.6450045272896948
fa(19:1),nonadecenoic acid,0.70898634,0.22681473,1.0,male,0.6443287445322657
tg(53:3)>tg(17:0_18:1_18:2)_and_tg(17:1_18:1_18:1)_and_tg(16:1_18:1_19:1)_and_tg(16:0_18:1_19:2)_m+nh3_feature4,tg(53:3)_lp_d,-0.6701385,0.22726469,1.0,male,0.6434680351478189
pc(36:3)>pc(18:1_18:2)_m+h2co2_feature2,pc(18:1_18:2)_ln_b,-0.19239824,0.22743425,1.0,male,0.6431441330258351
"14,15-epetre","14,15-epetre",0.531881,0.22810546,1.0,male,0.6418643191973036
c18:1 lpc plasmalogen a,lpc(p-18:0)/lpc(o-18:1)_hp_a,-0.10782853,0.22872913,1.0,female,0.6406785219143091
pi(34:2)>pi(16:0_18:2)_feature1,pi(16:0_18:2),0.13615115,0.22880965,1.0,female,0.6405256632121731
NA,choline,-0.12054157,0.22911242,1.0,male,0.6399513674179264
pc(36:0)>pc(18:0/18:0)_m+h2co2_feature2,pc(18:0/18:0)_ln_b,-0.1836217,0.22943717,1.0,female,0.6393362227982233
cer(d44:2)>cer(d18:1/26:1)_feature1,cer(d18:1/26:1)_lp_a,0.18745244,0.22966497,1.0,male,0.6389052411822517
NA,cer(d18:1/16:0),-0.1270958,0.23106818,1.0,female,0.6362598563464339
3-indolepropionate,3-indolepropionic acid,0.17656662,0.23115823,1.0,female,0.6360906396260386
c38:4 pe,pe(38:4),-0.19493067,0.23147146,1.0,male,0.6355025490460618
tg(51:4)>tg(16:1_17:1_18:2)_and_tg(15:0_18:2_18:2)_and_tg(15:1_18:1_18:2)_m+nh3_feature1,tg(51:4),0.2863864,0.23179999,1.0,female,0.6348865871081645
NA,alpha-tocopherol,-0.1662063,0.23338081,1.0,male,0.6319348571755636
tg(58:4)_m+nh3_feature3,tg(58:4)_lp_c,0.39635575,0.2334017,1.0,female,0.6318959850604409
fa(14:1),myristoleic acid,-0.31286588,0.23419674,1.0,male,0.6304191545662384
pc(o-40:4)_feature1,pc(o-40:4)_lp_a,-0.20794429,0.23426852,1.0,female,0.6302860661141514
hexcer(d40:1)>hexcer(d18:1/22:0)_feature2,hexcer(d40:1)_lp_b,0.18052566,0.2346087,1.0,male,0.6296558869692741
NA,deoxycholic acid,-0.5960556,0.23469922,1.0,female,0.6294883537344231
fa(22:4),docosatetraenoic acid,-0.2595148,0.23551852,1.0,male,0.6279749364435324
pe(36:3)_feature1,pe(36:3)_lp_a,0.28254452,0.23599659,1.0,female,0.6270942722624467
"gtinternalstandard_ce(18:1(9z,d7))_m+nh3_feature1","gtinternalstandard_ce(18:1(9z,d7))_[istd]",0.19831486,0.23624174,1.0,male,0.6266433673060341
dg(36:2)>dg(18:1_18:1_0:0)_feature3,dg(18:1_18:1)_lp_c,0.19047773,0.23646282,1.0,female,0.626237135425979
tg(56:7)_m+nh3_feature5,tg(56:7)_lp_e,0.16789609,0.2365645,1.0,female,0.6260504271250713
dg(34:1)>dg(16:0_18:1_0:0)_feature2,dg(16:0_18:1)_lp_b,-0.34880733,0.23689798,1.0,male,0.6254386424371912
tg(58:5)_m+nh3_feature5,tg(58:5)_lp_e,0.5577428,0.23737356,1.0,female,0.6245676568455563
n-acetylornithine,n-acetylornithine,0.121022254,0.23741038,1.0,male,0.6245002968465818
pc(38:4)>pc(18:0_20:4)_m+h2co2_feature4,pc(18:0_20:4)_ln_d,-0.12209725,0.23751074,1.0,female,0.6243167472295313
pe(o-38:6)>pe(o-18:2/20:4)_and_pe(o-16:1/22:5)_feature2,pe(o-38:6)_lp_b,-0.3441572,0.23757707,1.0,female,0.6241954780554314
21-deoxycortisol,21-deoxycortisol,-0.38688016,0.23762219,1.0,female,0.6241130058433225
pc(40:4)>pc(18:0_22:4)_m+h2co2_feature2,pc(18:0_22:4)_ln_b,-0.13453011,0.23808499,1.0,female,0.6232679837032921
lpc(20:4)_a_b,lpc(20:4),-0.17594221,0.2388814,1.0,female,0.6218176643641394
pc(40:6),pc(40:6),0.16465332,0.23893094,1.0,female,0.6217276083027552
tg(54:3)>tg(18:0_18:1_18:2)_and_tg(18:1/18:1/18:1)_and_tg(16:0_18:2_20:1)_m+nh3_feature8,tg(54:3)_lp_h,0.30352184,0.23947409,1.0,female,0.6207414683819542
sm(d38:3)_feature1,sm(d38:3),-0.2750505,0.23949848,1.0,female,0.6206972385321206
NA,taurine,-0.09872713,0.24012288,1.0,female,0.6195664564180833
pc(40:1)_feature1,pc(40:1),0.20362473,0.2405331,1.0,male,0.6188251514805176
kynurenate,kynurenic acid,-0.2674387,0.24066368,1.0,male,0.618589446765956
pc(34:0)>pc(16:0/18:0)_m+h2co2_feature4,pc(16:0/18:0)_ln_c,-0.121908166,0.24099007,1.0,female,0.6180008521680914
gtinternalstandard_dg(33:1(d7))>dg(15:0/18:1(d7)/0:0)_feature1,"gtinternalstandard_dg(33:1(d7))>dg(15:0/18:1(9z,d7)/0:0)_[istd]",0.16056708,0.24193886,1.0,male,0.6162943700501278
pe(o-40:4)>pe(o-18:0/22:4)_feature1,pe(o-18:0/22:4)_ln_a,-0.26292655,0.24205583,1.0,female,0.6160844527614185
benzylbutylphthalate,benzyl butyl phthalate,0.23895206,0.24217463,1.0,female,0.615871355115784
fa(20:3),eicosatrienoic acid,-0.30960283,0.24264693,1.0,male,0.6150251990632798
fa(20:1),eicosenoic acid,0.3114279,0.24298482,1.0,female,0.6144208572500852
lpc(16:0)_lp_a,lpc(16:0)_ln_a,0.16170862,0.24468328,1.0,female,0.6113957063810648
NA,car(5:1),-0.17341895,0.24567811,1.0,female,0.60963353757658
ce(18:2)_m+nh3_feature1,ce(18:2),0.1283934,0.2460169,1.0,female,0.6090350582435955
tg(54:6)>tg(16:0_16:0_22:6)_m+nh3_feature6,tg(54:6)_lp_f,0.37988374,0.24759302,1.0,female,0.6062616028595638
NA,histidine,0.07931556,0.2494331,1.0,female,0.6030459157591954
tg(58:6)_m+nh3_feature4,tg(58:6)_lp_d,0.2331538,0.24951814,1.0,female,0.6028978756296682
7-methylguanine,7-methylguanine,-0.12727088,0.24976686,1.0,male,0.6024651859535352
tg(54:6)>tg(18:2/18:2/18:2)_and_tg(18:1_18:2_18:3)_m+nh3_feature4,tg(54:6)_lp_d,0.31494665,0.25002238,1.0,female,0.6020211150260197
"n6,n6-dimethyllysine","n(6),n(6)-dimethyl-lysine",-0.1253425,0.25043613,1.0,male,0.6013030160058759
NA,creatine,0.11497008,0.25088075,1.0,female,0.6005326606842136
pc(34:1)_feature2,pc(34:1)_lp_b,0.1302986,0.25116292,1.0,female,0.6000444765114611
tg(54:3)>tg(18:1/18:1/18:1)_m+nh3_feature7,tg(18:1_18:1_18:1)_lp_g,0.315735,0.25131488,1.0,female,0.5997817966816976
c16:1 sm,sm(d18:1/16:1),-0.12984063,0.25142148,1.0,male,0.5995976214513057
adma,dimethylarginine,0.100524805,0.2523621,1.0,female,0.5979758673232052
dg(34:2),dg(34:2),-0.4293972,0.25276434,1.0,male,0.5972841963454373
pe(38:4)>pe(18:0_20:4)_feature5,pe(18:0_20:4)_lp_e,-0.21897602,0.25307342,1.0,female,0.5967534658789259
NA,car(4:0),0.23344536,0.25340754,1.0,female,0.5961804670702712
car(20:1-oh)_feature1,car(20:1(oh)),-0.28141192,0.25360516,1.0,female,0.5958419142890095
pc(o-38:2)_feature3,pc(o-38:2)_lp_c,0.15763175,0.2541074,1.0,male,0.5949826874393177
pseudouridine,pseudouridine,0.1085228,0.25451687,1.0,female,0.5942834262738095
c36:5 pe plasmalogen,pe(p-36:4)/pe(o-36:5),-0.2975809,0.25506708,1.0,female,0.5933455895945123
pc(40:7)_feature3,pc(40:7)_lp_c,-0.1450015,0.25539365,1.0,female,0.5927899050531978
pe(38:4)>pe(18:0_20:4)_feature5,pe(18:0_20:4)_ln_e,-0.18077634,0.256647,1.0,male,0.5906638079318003
NA,xanthosine,0.5978919,0.25757965,1.0,male,0.5890884512571596
cer(d42:3)_feature1,cer(d42:3)_lp_a,-0.18196386,0.2577919,1.0,female,0.5887307326015779
tg(51:2)>tg(15:0_18:1_18:1)_and_tg(16:0_17:1_18:1)_and_tg(16:1_17:0_18:1)_m+nh3_feature3,tg(51:2)_lp_c,-0.34362596,0.25804824,1.0,male,0.5882990986591128
pe(34:2)>pe(16:0_18:2)_feature2,pe(16:0_18:2)_ln_b,-0.23817892,0.25848824,1.0,female,0.5875592104782962
"gtinternalstandard_sm(d36:2(d9))>sm(d18:1/18:1(9z,d9))_feature1","gtinternalstandard_sm(d36:2(d9))>sm(d18:1/18:1(9z,d9))_[istd]",0.16341099,0.25888005,1.0,male,0.5869014161883332
NA,biliverdin,-0.1377823,0.25913477,1.0,male,0.5864743106497451
13-hpode,13-hpode,0.863868,0.25919855,1.0,male,0.5863674323105498
pc(34:2)_feature1,pc(34:2)_lp_a,0.13888898,0.25924683,1.0,female,0.5862865453417165
lpe(18:1/0:0)_and_lpe(0:0/18:1)_feature1and2,lpe(18:1)_lp_ab,0.1588703,0.2593623,1.0,female,0.586093151196673
carnosine,carnosine,-0.29608095,0.25939423,1.0,male,0.5860396886491281
c36:2 ps plasmalogen,ps(p-36:1)/ps(o-36:2),-0.36749285,0.25964057,1.0,female,0.5856274461146969
car(18:2)_feature1,car(18:2)_lp_a,-0.33901617,0.26057774,1.0,female,0.5840626868892697
NA,car(6:0),-0.19816379,0.26058084,1.0,male,0.5840575202741718
tg(56:8)_m+nh3_feature5,tg(56:8)_lp_e,0.16111739,0.26060352,1.0,female,0.5840197225211625
3-hydroxybutyrate,3-hydroxybutyric acid,0.73747087,0.26086843,1.0,female,0.5835784755428818
pc(34:2),pc(34:2),0.17019513,0.26107857,1.0,female,0.5832287747213112
tg(50:3)_m+nh3_feature3,tg(50:3)_lp_c,-0.4207166,0.2618364,1.0,male,0.5819699787926386
tg(57:2)_m+nh3_feature1,tg(57:2),0.3683493,0.2619684,1.0,female,0.5817510923951686
1-methylnicotinamide,1-methyl nicotinamide,0.1547906,0.26458302,1.0,male,0.57743803073403
"gtinternalstandard_pi(33:1(d7))>pi(15:0/18:1(9z,d7))_feature1","gtinternalstandard_pi(33:1(d7))>pi(15:0/18:1(9z,d7))_[istd]",0.16258144,0.2647038,1.0,female,0.5772398240662927
methyl n-methylanthranilate,methyl n-methylanthranilate,0.45423937,0.26475713,1.0,female,0.5771523353641584
fa(12:0),lauric acid,0.6480582,0.26531947,1.0,male,0.5762308789158944
dg(38:4)>dg(16:0_22:4_0:0)_m+nh3_feature4,dg(38:4)_lp_d,-0.19977808,0.26571143,1.0,male,0.5755897633196444
NA,sm(d36:2),-0.1073928,0.26657903,1.0,male,0.5741740166381228
tg(51:3)>tg(15:0_18:1_18:2)_and_tg(16:0_17:1_18:2)_and_tg(16:1_17:1_18:1)_m+nh3_feature3,tg(51:3)_lp_c,0.27437407,0.26668772,1.0,female,0.5739969815318023
3-methoxytyrosine,3-methoxytyrosine,0.23238765,0.2669251,1.0,male,0.5736105859016721
fa(20:0),arachidic acid,0.33157706,0.26693794,1.0,female,0.5735896953708397
pc(39:4)>pc(19:0_20:4)_m+h2co2_feature5,pc(19:0_20:4)_ln_e,-0.12158286,0.26726738,1.0,female,0.5730540436770092
pc(o-38:5)_feature2,pc(o-38:5)_lp_b,-0.3028089,0.26807797,1.0,male,0.5717388738222039
NA,eicosatetraenoic acid,-0.21949546,0.26893187,1.0,male,0.5703577282899442
taurodeoxycholate,taurodeoxycholic acid,-0.5988954,0.26939726,1.0,female,0.5696068257360172
alpha-amino-n-butyric-acid,2-aminobutyric acid,-0.53119,0.2718868,1.0,female,0.5656118767314361
NA,car(3:0),0.17157753,0.27277097,1.0,female,0.5642018519029274
sm(d40:0-oh)_m+h2co2_feature1,sm(d40:0-oh),0.11804304,0.27328888,1.0,female,0.563378039192409
pc(39:4)_feature3,pc(39:4)_lp_c,-0.16155389,0.27331284,1.0,female,0.5633399650502601
pc(34:4)>pc(14:0_20:4)_m+h2co2_feature3,pc(14:0_20:4)_ln_c,0.14837761,0.27371177,1.0,female,0.5627065269006313
NA,sm(d36:1),-0.15538427,0.2737298,1.0,male,0.5626779199042297
n-gammaglutamylmethionine,gamma-glutamylmethionine,-0.18413891,0.2742272,1.0,male,0.5618894706841979
pc(40:6)_feature1,pc(40:6)_lp_a,-0.9122961,0.274654,1.0,female,0.5612140716279578
lpc(0:0/16:0)_feature1,lpc(0:0/16:0)_lp_a,0.17646746,0.27473396,1.0,male,0.561087653906615
pc(43:4)_feature1,pc(43:4),-0.23888466,0.275944,1.0,female,0.5591790445964364
ribose 5-phosphate+ribulose 5-phosphate+xylulose 5-phosphate,pentose 5-phosphate,-0.56408954,0.27627745,1.0,male,0.5586545611212246
pi(38:3)>pi(18:0_20:3)_feature4,pi(18:0_20:3)_lp_d,0.32493612,0.27657565,1.0,female,0.5581860582691545
fa(22:5),docosapentaenoic acid,-0.26797897,0.27676913,1.0,male,0.5578823514201154
tg(49:1)>tg(15:0_16:0_18:0)_and_tg(16:0_16:0_17:1)_and_tg(16:0_16:1_17:0)_m+nh3_feature1,tg(49:1),-0.46668628,0.27702925,1.0,male,0.5574743737408006
vitamin a,retinol,0.3596034,0.2774209,1.0,male,0.5568608236781758
pc(o-34:2)_feature2,pc(o-34:2)_lp_b,-0.14605464,0.2780044,1.0,female,0.5559483304107067
lpc(24:2/0:0)_and_lpc(0:0/24:2)_feature1and2,lpc(24:2)_lp_ab,-0.2088799,0.27920666,1.0,female,0.5540742265691038
tg(48:1)>tg(16:0_16:0_16:1)_and_tg(14:0_16:0_18:1)_m+nh3_feature3,tg(48:1)_lp_c,-0.48167393,0.27945033,1.0,male,0.5536953731939183
lpc(22:4)_feature1and2,lpc(22:4)_lp_ab,0.15788975,0.2798136,1.0,female,0.553131180975661
ursodeoxycholate,ursodeoxycholic acid,-0.79265285,0.28017497,1.0,female,0.5525706658968959
